product_name,period,vintage,publication_date,price_type,price ,,,
Biodiesel RIN,Current Year,2016,7/27/16,High,1.05,,,
Biodiesel RIN,Current Year,2016,7/27/16,Average,1.045,,,
Biodiesel RIN,Current Year,2016,7/28/16,Low,1.03,,,
Biodiesel RIN,Current Year,2016,7/28/16,High,1.045,,,
Biodiesel RIN,Current Year,2016,7/28/16,Average,1.0375,,,
Biodiesel RIN,Current Year,2016,7/29/16,Low,1.03,,,
Biodiesel RIN,Current Year,2016,7/29/16,High,1.035,,,
Biodiesel RIN,Current Year,2016,7/29/16,Average,1.0325,,,
Biodiesel RIN,Current Year,2016,8/1/16,Low,1.02,,,
Biodiesel RIN,Current Year,2016,8/1/16,High,1.03,,,
Biodiesel RIN,Current Year,2016,8/1/16,Average,1.025,,,
Biodiesel RIN,Current Year,2016,8/2/16,Low,1.005,,,
Biodiesel RIN,Current Year,2016,8/2/16,High,1.025,,,
Biodiesel RIN,Current Year,2016,8/2/16,Average,1.015,,,
Biodiesel RIN,Current Year,2016,8/3/16,Low,0.98,,,
Biodiesel RIN,Current Year,2016,8/3/16,High,1.01,,,
Biodiesel RIN,Current Year,2016,8/3/16,Average,0.995,,,
Biodiesel RIN,Current Year,2016,8/4/16,Low,0.95,,,
Biodiesel RIN,Current Year,2016,8/4/16,High,0.975,,,
Biodiesel RIN,Current Year,2016,8/4/16,Average,0.9625,,,
Biodiesel RIN,Current Year,2016,8/5/16,Low,0.965,,,
Biodiesel RIN,Current Year,2016,8/5/16,High,0.975,,,
Biodiesel RIN,Current Year,2016,8/5/16,Average,0.97,,,
Cellulosic RIN,Current Year,2015,3/25/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,3/25/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,3/25/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,3/26/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,3/26/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,3/26/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,3/27/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,3/27/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,3/27/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,3/30/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,3/30/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,3/30/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,3/31/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,3/31/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,3/31/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,4/1/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,4/1/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,4/1/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,4/2/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,4/2/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,4/2/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,4/6/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,4/6/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,4/6/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,4/7/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,4/7/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,4/7/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,4/8/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,4/8/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,4/8/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,4/9/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,4/9/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,4/9/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,4/10/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,4/10/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,4/10/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,4/13/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,4/13/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,4/13/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,4/14/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,4/14/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,4/14/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,4/15/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,4/15/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,4/15/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,4/16/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,4/16/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,4/16/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,4/17/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,4/17/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,4/17/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,4/20/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,4/20/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,4/20/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,4/21/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,4/21/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,4/21/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,4/22/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,4/22/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,4/22/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,4/23/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,4/23/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,4/23/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,4/24/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,4/24/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,4/24/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,4/27/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,4/27/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,4/27/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,4/28/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,4/28/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,4/28/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,4/29/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,4/29/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,4/29/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,4/30/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,4/30/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,4/30/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,5/1/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,5/1/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,5/1/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,5/4/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,5/4/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,5/4/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,5/5/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,5/5/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,5/5/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,5/6/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,5/6/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,5/6/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,5/7/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,5/7/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,5/7/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,5/8/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,5/8/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,5/8/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,5/11/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,5/11/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,5/11/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,5/12/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,5/12/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,5/12/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,5/13/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,5/13/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,5/13/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,5/14/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,5/14/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,5/14/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,5/15/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,5/15/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,5/15/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,5/18/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,5/18/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,5/18/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,5/19/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,5/19/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,5/19/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,5/20/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,5/20/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,5/20/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,5/21/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,5/21/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,5/21/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,5/22/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,5/22/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,5/22/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,5/26/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,5/26/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,5/26/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,5/27/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,5/27/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,5/27/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,5/28/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,5/28/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,5/28/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,5/29/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,5/29/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,5/29/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,6/1/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,6/1/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,6/1/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,6/2/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,6/2/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,6/2/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,6/3/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,6/3/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,6/3/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,6/4/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,6/4/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,6/4/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,6/5/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,6/5/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,6/5/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,6/8/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,6/8/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,6/8/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,6/9/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,6/9/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,6/9/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,6/10/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,6/10/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,6/10/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,6/11/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,6/11/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,6/11/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,6/12/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,6/12/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,6/12/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,6/15/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,6/15/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,6/15/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,6/16/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,6/16/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,6/16/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,6/17/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,6/17/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,6/17/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,6/18/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,6/18/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,6/18/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,6/19/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,6/19/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,6/19/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,6/22/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,6/22/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,6/22/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,6/23/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,6/23/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,6/23/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,6/24/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,6/24/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,6/24/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,6/25/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,6/25/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,6/25/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,6/26/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,6/26/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,6/26/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,6/29/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,6/29/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,6/29/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,6/30/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,6/30/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,6/30/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,7/1/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,7/1/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,7/1/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,7/2/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,7/2/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,7/2/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,7/6/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,7/6/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,7/6/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,7/7/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,7/7/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,7/7/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,7/8/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,7/8/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,7/8/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,7/9/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,7/9/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,7/9/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,7/10/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,7/10/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,7/10/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,7/13/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,7/13/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,7/13/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,7/14/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,7/14/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,7/14/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,7/15/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,7/15/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,7/15/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,7/16/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,7/16/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,7/16/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,7/17/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,7/17/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,7/17/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,7/20/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,7/20/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,7/20/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,7/21/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,7/21/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,7/21/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,7/22/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,7/22/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,7/22/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,7/23/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,7/23/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,7/23/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,7/24/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,7/24/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,7/24/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,7/27/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,7/27/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,7/27/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,7/28/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,7/28/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,7/28/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,7/29/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,7/29/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,7/29/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,7/30/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,7/30/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,7/30/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,7/31/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,7/31/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,7/31/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,8/3/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,8/3/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,8/3/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,8/4/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,8/4/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,8/4/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,8/5/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,8/5/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,8/5/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,8/6/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,8/6/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,8/6/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,8/7/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,8/7/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,8/7/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,8/10/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,8/10/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,8/10/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,8/11/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,8/11/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,8/11/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,8/12/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,8/12/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,8/12/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,8/13/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,8/13/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,8/13/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,8/14/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,8/14/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,8/14/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,8/17/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,8/17/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,8/17/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,8/18/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,8/18/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,8/18/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,8/19/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,8/19/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,8/19/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,8/20/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,8/20/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,8/20/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,8/21/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,8/21/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,8/21/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,8/24/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,8/24/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,8/24/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,8/25/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,8/25/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,8/25/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,8/26/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,8/26/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,8/26/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,8/27/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,8/27/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,8/27/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,8/28/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,8/28/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,8/28/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,8/31/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,8/31/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,8/31/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,9/1/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,9/1/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,9/1/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,9/2/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,9/2/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,9/2/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,9/3/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,9/3/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,9/3/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,9/4/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,9/4/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,9/4/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,9/8/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,9/8/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,9/8/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,9/9/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,9/9/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,9/9/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,9/10/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,9/10/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,9/10/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,9/11/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,9/11/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,9/11/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,9/14/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,9/14/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,9/14/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,9/15/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,9/15/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,9/15/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,9/16/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,9/16/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,9/16/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,9/17/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,9/17/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,9/17/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,9/18/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,9/18/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,9/18/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,9/21/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,9/21/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,9/21/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,9/22/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,9/22/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,9/22/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,9/23/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,9/23/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,9/23/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,9/24/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,9/24/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,9/24/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,9/25/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,9/25/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,9/25/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,9/28/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,9/28/15,High,0.645,,,
Cellulosic RIN,Current Year,2015,9/28/15,Average,0.64,,,
Cellulosic RIN,Current Year,2015,9/29/15,Low,0.635,,,
Cellulosic RIN,Current Year,2015,9/29/15,High,0.645,,,
